Key;Spearman
original_firstorder_InterquartileRange;0.31766975442041395
original_firstorder_Kurtosis;-0.26412907551783293
original_firstorder_Maximum;0.05411181866838691
original_firstorder_Median;0.5935499295901165
original_glcm_ClusterShade;-0.7489902825313319
original_glcm_Correlation;-0.17811244437324802
original_glcm_Idmn;-0.2934323188999997
original_glszm_LargeAreaHighGrayLevelEmphasis;0.41391606093796934
original_ngtdm_Contrast;0.4780608561752451
